date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:59:26	686/686	---M-Z	200	added ('OK')	text/plain	etag:%22293f0-636-e092f100%22	http://www.freeos.com/robots.txt		(from )
22:59:26	12438/12438	---M-Z	200	added ('OK')	text/html	etag:%2213c0ad-3096-c7340%22	http://www.freeos.com/guides/lsst/	D:/Website%20Copier/shell%20script%202/shell%20script/www.freeos.com/guides/lsst/index.html	(from )
22:59:27	9711/9711	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Nov%202018%2016:59:29%20GMT	http://www.freeos.com/guides/lsst/008000	D:/Website%20Copier/shell%20script%202/shell%20script/www.freeos.com/guides/lsst/008000.0.delayed	(from http://www.freeos.com/guides/lsst/)
22:59:29	2907/2907	---M-Z	200	added ('OK')	text/html	etag:%2213c055-b5b-fedb4640%22	http://www.freeos.com/guides/lsst/aboutthisdoc.html	D:/Website%20Copier/shell%20script%202/shell%20script/www.freeos.com/guides/lsst/aboutthisdoc.html	(from http://www.freeos.com/guides/lsst/)
22:59:29	60064/60064	---MC-	200	added ('OK')	text/javascript	date:Mon,%2026%20Nov%202018%2016:59:30%20GMT	http://pagead2.googlesyndication.com/pagead/show_ads.js	D:/Website%20Copier/shell%20script%202/shell%20script/pagead2.googlesyndication.com/pagead/f.txt	(from http://www.freeos.com/guides/lsst/)
22:59:29	7371/7371	---M--	200	added ('OK')	image/gif	etag:%2210803e-1ccb-ee36880%22	http://www.freeos.com/guides/lsst/images/nixcraftlogo.gif	D:/Website%20Copier/shell%20script%202/shell%20script/www.freeos.com/guides/lsst/images/nixcraftlogo.gif	(from http://www.freeos.com/guides/lsst/)
22:59:30	813/813	---M-Z	200	added ('OK')	text/html	etag:%2213c077-32d-1bb580%22	http://www.freeos.com/guides/lsst/main-page.html	D:/Website%20Copier/shell%20script%202/shell%20script/www.freeos.com/guides/lsst/main-page.html	(from http://www.freeos.com/guides/lsst/)
22:59:31	8881/8881	---M--	200	added ('OK')	image/jpeg	etag:%2210804a-22b1-ee36880%22	http://www.freeos.com/guides/lsst/images/Book-Main%20Page200x190.jpg	D:/Website%20Copier/shell%20script%202/shell%20script/www.freeos.com/guides/lsst/images/Book-Main%20Page200x190.jpg	(from http://www.freeos.com/guides/lsst/)
22:59:32	5787/5787	---M-Z	200	added ('OK')	text/html	etag:%2213c0a3-169b-fedb4640%22	http://www.freeos.com/guides/lsst/ch01.html	D:/Website%20Copier/shell%20script%202/shell%20script/www.freeos.com/guides/lsst/ch01.html	(from http://www.freeos.com/guides/lsst/)
22:59:32	1750/1750	---M-Z	200	added ('OK')	text/html	etag:%2213c0bc-6d6-feea8880%22	http://www.freeos.com/guides/lsst/ch01sec01.html	D:/Website%20Copier/shell%20script%202/shell%20script/www.freeos.com/guides/lsst/ch01sec01.html	(from http://www.freeos.com/guides/lsst/)
22:59:33	2154/2154	---M-Z	200	added ('OK')	text/html	etag:%2213c072-86a-feea8880%22	http://www.freeos.com/guides/lsst/ch01sec02.html	D:/Website%20Copier/shell%20script%202/shell%20script/www.freeos.com/guides/lsst/ch01sec02.html	(from http://www.freeos.com/guides/lsst/)
22:59:34	4765/4765	---M-Z	200	added ('OK')	text/html	etag:%2213c0a5-129d-feea8880%22	http://www.freeos.com/guides/lsst/ch01sec03.html	D:/Website%20Copier/shell%20script%202/shell%20script/www.freeos.com/guides/lsst/ch01sec03.html	(from http://www.freeos.com/guides/lsst/)
22:59:34	1800/1800	---M-Z	200	added ('OK')	text/html	etag:%2213c0a2-708-feea8880%22	http://www.freeos.com/guides/lsst/ch01sec04.html	D:/Website%20Copier/shell%20script%202/shell%20script/www.freeos.com/guides/lsst/ch01sec04.html	(from http://www.freeos.com/guides/lsst/)
22:59:35	3532/3532	---M-Z	200	added ('OK')	text/html	etag:%2213c08a-dcc-feea8880%22	http://www.freeos.com/guides/lsst/ch01sec05.html	D:/Website%20Copier/shell%20script%202/shell%20script/www.freeos.com/guides/lsst/ch01sec05.html	(from http://www.freeos.com/guides/lsst/)
22:59:35	2430/2430	---M-Z	200	added ('OK')	text/html	etag:%2213c0c7-97e-feea8880%22	http://www.freeos.com/guides/lsst/ch01sec06.html	D:/Website%20Copier/shell%20script%202/shell%20script/www.freeos.com/guides/lsst/ch01sec06.html	(from http://www.freeos.com/guides/lsst/)
22:59:36	4456/4456	---M-Z	200	added ('OK')	text/html	etag:%2213c0be-1168-fef9cac0%22	http://www.freeos.com/guides/lsst/ch01sec07.html	D:/Website%20Copier/shell%20script%202/shell%20script/www.freeos.com/guides/lsst/ch01sec07.html	(from http://www.freeos.com/guides/lsst/)
22:59:37	1889/1889	---M-Z	200	added ('OK')	text/html	etag:%2213c0a7-761-fef9cac0%22	http://www.freeos.com/guides/lsst/ch01sec08.html	D:/Website%20Copier/shell%20script%202/shell%20script/www.freeos.com/guides/lsst/ch01sec08.html	(from http://www.freeos.com/guides/lsst/)
22:59:37	2242/2242	---M-Z	200	added ('OK')	text/html	etag:%2213c0ba-8c2-fef9cac0%22	http://www.freeos.com/guides/lsst/ch01sec09.html	D:/Website%20Copier/shell%20script%202/shell%20script/www.freeos.com/guides/lsst/ch01sec09.html	(from http://www.freeos.com/guides/lsst/)
22:59:38	1878/1878	---M-Z	200	added ('OK')	text/html	etag:%2213c0a9-756-fef9cac0%22	http://www.freeos.com/guides/lsst/ch01sec10.html	D:/Website%20Copier/shell%20script%202/shell%20script/www.freeos.com/guides/lsst/ch01sec10.html	(from http://www.freeos.com/guides/lsst/)
22:59:38	2277/2277	---M-Z	200	added ('OK')	text/html	etag:%2213c057-8e5-fef9cac0%22	http://www.freeos.com/guides/lsst/ch01sec11.html	D:/Website%20Copier/shell%20script%202/shell%20script/www.freeos.com/guides/lsst/ch01sec11.html	(from http://www.freeos.com/guides/lsst/)
22:59:39	2073/2073	---M-Z	200	added ('OK')	text/html	etag:%2213c0b7-819-ff090d00%22	http://www.freeos.com/guides/lsst/ch02.html	D:/Website%20Copier/shell%20script%202/shell%20script/www.freeos.com/guides/lsst/ch02.html	(from http://www.freeos.com/guides/lsst/)
22:59:39	5311/5311	---M-Z	200	added ('OK')	text/html	etag:%2213c087-14bf-ff090d00%22	http://www.freeos.com/guides/lsst/ch02sec01.html	D:/Website%20Copier/shell%20script%202/shell%20script/www.freeos.com/guides/lsst/ch02sec01.html	(from http://www.freeos.com/guides/lsst/)
